filename,album,year,track_number,title,language,char_count,lemma_count,unique_lemmas,lexical_diversity_ttr,h1_territory_concrete_per100,h1_territory_metaphorical_per100,h1_concrete_metaphorical_ratio,h2_displacement_per100,h2_displacement_unique_hits,h3_passive_ratio,h3_fp_agent_ratio,h3_fp_patient_ratio,h3_resistance_per100,h3_victimhood_per100,h3_fp_total,h4_total_gendered_per100,h4_fem_pron_per100,h4_masc_pron_per100,h4_fem_relational_per100,h4_masc_relational_per100,h4_fem_social_conv_per100,h4_masc_social_conv_per100,h4_fem_masc_ratio,h4_fem_agent_ratio,h4_fem_patient_ratio,h4_masc_agent_ratio,h4_masc_patient_ratio,h4_contextual_unresolved,h4_contextual_resolved_fem,h4_contextual_resolved_masc,h4_n_fem_total,h4_n_masc_total,h4_n_neutral_total,h4_total_mentions
06_wallflowers_2021/11_mediator.txt,Wallflowers,2021,11,Mediator,en,1181,87.0,73.0,0.8390804597701149,1.1494252873563218,2.2988505747126435,0.5,0.0,0.0,0.0,0.6667,0.1333,0.0,0.4237,15.0,2.1186,0.0,1.2712,0.0,0.0,0.0,0.4237,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,4.0,1.0,5.0
07_duel_2025/01_tantrum.txt,Duél,2025,1,Tantrum,en,1203,102.0,77.0,0.7549019607843137,0.9803921568627451,0.0,,0.0,0.0,0.2581,0.5714,0.0,0.4739,2.3697,21.0,2.3697,0.0,1.8957,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0
07_duel_2025/02_hedonist.txt,Duél,2025,2,Hedonist,en,1264,117.0,90.0,0.7692307692307693,0.0,0.0,,0.8547008547008547,1.0,0.069,0.6842,0.0,0.4329,2.5974,19.0,1.2987,0.0,0.0,0.0,0.0,0.0,0.4329,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0
07_duel_2025/03_rogue.txt,Duél,2025,3,Rogue,en,1015,94.0,53.0,0.5638297872340425,1.0638297872340425,0.0,,0.0,0.0,0.2222,0.6667,0.0,0.0,2.139,3.0,6.4171,0.0,5.8824,0.0,0.0,0.0,0.5348,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0
07_duel_2025/04_tumbleweed.txt,Duél,2025,4,Tumbleweed,en,856,76.0,58.0,0.7631578947368421,6.578947368421052,0.0,,6.578947368421052,4.0,0.1,0.5,0.0455,0.0,0.6135,22.0,1.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
07_duel_2025/05_green_serpent.txt,Duél,2025,5,Green Serpent,en,1207,105.0,58.0,0.5523809523809524,0.0,0.9523809523809523,0.0,0.0,0.0,0.1143,0.0,0.0,0.4386,3.0702,0.0,2.193,0.0,1.3158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,2.0,0.0,0.0,0.0,3.0,0.0,5.0
07_duel_2025/06_kafka.txt,Duél,2025,6,Kafka,en,1441,122.0,102.0,0.8360655737704918,2.459016393442623,2.459016393442623,1.0,0.0,0.0,0.1176,0.4444,0.2222,0.0,1.4652,18.0,0.3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
07_duel_2025/07_dark_bile.txt,Duél,2025,7,Dark Bile,en,855,79.0,48.0,0.6075949367088608,1.2658227848101267,1.2658227848101267,1.0,0.0,0.0,0.0,0.3214,0.0357,0.0,2.8571,28.0,5.7143,4.0,0.0,0.0,0.0,0.0,1.7143,0.7,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,10.0
07_duel_2025/08_fast_draw.txt,Duél,2025,8,Fast Draw,en,1340,114.0,54.0,0.47368421052631576,0.0,0.8771929824561403,0.0,0.0,0.0,0.0,0.6897,0.069,0.3937,0.0,29.0,0.3937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
07_duel_2025/09_someones_daughter.txt,Duél,2025,9,Someones Daughter,en,1180,90.0,81.0,0.9,2.2222222222222223,2.2222222222222223,1.0,0.0,0.0,0.3243,0.6452,0.129,0.4184,0.4184,31.0,4.1841,0.8368,0.0,1.2552,0.0,0.0,0.0,0.8889,0.125,0.125,0.0,0.0,1.0,2.0,0.0,8.0,1.0,0.0,10.0
07_duel_2025/10_a_tongue_so_sly.txt,Duél,2025,10,A Tongue So Sly,en,1231,110.0,84.0,0.7636363636363637,0.9090909090909091,0.0,,0.0,0.0,0.2857,0.2222,0.3333,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07_duel_2025/11_duel.txt,Duél,2025,11,Duel,en,1206,116.0,96.0,0.8275862068965517,0.0,1.7241379310344827,0.0,0.8620689655172413,1.0,0.0,0.5833,0.1667,0.8696,1.7391,12.0,0.4348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
